ValdezD_18R_Governor,WhiteD_18R_Governor,X18R_Governor_abstain,BCVAP_2018,HCVAP_2018,WCVAP_2018,OCVAP_2018,X18R_Governor_CVAP
22,51,4287,180,785,3110,285,0
7,6,1577,280,1210,100,0,0
2,9,1410,575,563,275,8,0
19,22,2828,115,2469,240,45,0
7,20,1186,768,435,10,0,0
24,27,2798,1030,1015,665,139,0
0,0,4,0,1,3,0,0
18,39,3904,87,1875,1769,230,0
9,15,3251,160,1085,1870,160,0
9,12,1799,209,312,1070,229,0
37,94,4218,390,499,2837,623,0
24,80,5173,240,632,4112,293,0
17,30,6230,221,2063,3827,166,0
24,85,5392,2212,2616,527,146,0
19,69,4632,2610,1250,490,370,0
30,37,1909,1498,273,147,58,0
35,55,3818,699,628,2280,301,0
20,37,3730,100,403,3059,225,0
10,17,4434,2581,1357,283,240,0
7,17,5266,2721,1852,492,225,0
60,262,3243,160,380,2725,300,0
12,13,2248,440,365,945,523,0
22,77,5169,118,996,3739,415,0
19,29,8022,3667,2071,2217,115,0
12,31,3761,640,1944,1120,100,0
18,128,1045,948,72,167,4,0
13,14,4232,1289,1839,445,686,0
12,18,1393,418,671,320,14,0
11,19,1008,432,338,228,40,0
7,5,378,144,64,167,15,0
19,43,5321,542,778,3469,594,0
2,26,638,593,56,15,2,0
9,37,1372,907,273,177,61,0
0,7,132,16,122,1,0,0
11,6,1178,397,559,239,0,0
5,16,4150,133,2487,1464,87,0
19,18,3089,794,1706,497,129,0
10,25,3745,150,548,3021,61,0
11,14,2496,57,671,1681,112,0
27,68,2089,1250,800,120,14,0
30,63,5820,1497,1354,2811,251,0
13,35,4506,689,2426,1331,108,0
3,9,1548,215,460,840,45,0
9,22,2796,891,1224,570,142,0
16,99,2969,2027,408,476,173,0
12,71,2120,0,145,1800,258,0
4,25,3865,525,777,2556,36,0
11,25,5718,588,1910,3221,35,0
20,47,6647,1789,1811,2831,283,0
7,16,3735,1279,549,1371,559,0
26,102,4101,1645,555,1535,494,0
11,58,2440,120,195,1980,214,0
17,66,1381,1321,84,22,37,0
16,12,2224,355,679,1012,206,0
4,4,1517,0,1195,330,0,0
20,63,1580,85,180,1337,61,0
25,134,1750,1792,84,33,0,0
1,5,1089,65,765,240,25,0
16,33,4988,757,2107,1594,579,0
7,22,5196,2005,1275,1945,0,0
16,40,2377,96,493,1337,507,0
16,43,2006,1410,536,35,84,0
13,112,2541,2061,468,95,42,0
31,168,1159,22,80,1175,81,0
24,22,4019,114,2634,1201,116,0
5,20,611,31,60,485,60,0
2,14,794,810,0,0,0,0
21,59,4905,252,1456,2637,640,0
11,12,1893,125,1426,338,27,0
6,11,2096,82,1433,483,115,0
4,15,1081,525,339,211,25,0
13,24,2644,125,2121,395,40,0
3,14,371,108,251,23,6,0
21,67,3879,1345,1443,983,196,0
12,18,4824,377,1566,2786,125,0
23,72,2020,45,203,1773,94,0
27,73,6868,1260,2076,3058,574,0
24,46,2729,520,1251,660,368,0
13,33,6081,1956,2353,1360,458,0
11,53,3276,105,1860,1260,115,0
10,25,5886,21,1355,4254,291,0
2,34,3207,821,742,1542,138,0
29,178,3457,3474,100,65,25,0
2,12,2139,150,1734,212,57,0
5,20,1305,286,232,735,77,0
8,21,891,135,462,269,54,0
4,25,1219,145,245,524,334,0
2,20,1444,365,527,323,251,0
14,33,6986,1361,1832,328,3512,0
16,33,4485,1990,1400,525,619,0
17,24,2110,565,466,362,758,0
29,59,4977,1335,2583,739,408,0
8,18,1931,313,923,535,186,0
4,2,556,243,199,81,39,0
20,65,1740,9,201,1230,385,0
35,154,3611,185,197,3224,194,0
48,159,3853,266,633,2844,317,0
9,74,1808,127,118,1429,217,0
27,125,3495,32,564,2811,240,0
32,107,3383,56,383,2441,642,0
21,84,2458,4,159,1935,465,0
9,43,1468,35,190,1115,180,0
9,47,4090,157,357,3438,194,0
5,38,620,0,80,520,63,0
29,61,3973,267,1547,1920,329,0
18,46,2276,224,803,1235,78,0
4,3,675,81,485,116,0,0
18,30,3046,572,659,1749,114,0
18,84,3294,58,648,2585,105,0
0,0,317,149,104,60,4,0
29,70,3620,1573,901,1048,197,0
7,50,2850,172,300,2362,73,0
14,22,5868,662,1358,3575,309,0
9,33,2407,659,1120,486,184,0
20,95,2174,2208,75,6,0,0
5,44,1758,1198,394,91,124,0
12,36,5580,1098,1827,2653,50,0
0,0,0,0,0,0,0,0
22,128,2240,1460,855,55,20,0
19,62,3271,54,253,2873,172,0
5,28,4368,1467,1986,692,256,0
32,208,3645,200,535,2565,585,0
28,113,4033,1552,707,1293,622,0
24,44,5726,2145,1110,2252,287,0
14,32,2653,41,776,1833,49,0
24,47,3968,1020,1160,1650,209,0
17,58,4760,1120,957,1973,785,0
5,19,1353,554,461,127,235,0
14,29,5704,1296,2400,548,1503,0
14,27,3038,100,223,2662,94,0
1,6,2271,4,1086,1163,25,0
10,12,3178,0,875,2180,145,0
9,76,1168,53,66,945,189,0
11,53,1748,25,202,1497,88,0
17,40,4044,142,872,2857,230,0
15,15,2263,452,899,355,587,0
19,36,3349,598,1493,1265,48,0
16,26,3877,463,561,2690,205,0
25,40,5858,1364,813,3355,391,0
7,31,4289,473,521,3242,91,0
7,32,3602,208,785,2444,204,0
11,26,4253,294,684,2984,328,0
7,33,5107,456,1393,2878,420,0
52,130,4964,948,1278,2333,587,0
24,36,4872,816,577,3175,364,0
14,13,4467,368,636,3030,460,0
10,46,4726,208,638,3567,369,0
11,18,4968,1040,1736,590,1631,0
13,33,2506,836,934,430,352,0
22,43,2507,914,799,598,261,0
20,68,2333,1062,325,925,109,0
28,58,3304,300,373,2482,235,0
18,65,2808,561,432,1700,198,0
12,34,4298,1390,1071,971,912,0
0,0,0,0,0,0,0,0
18,48,3195,1499,1553,20,189,0
27,61,2427,220,360,1600,335,0
10,19,2991,500,1660,545,315,0
21,82,2291,1846,426,122,0,0
15,22,4018,1375,1400,1170,110,0
22,98,2229,97,197,1850,205,0
8,36,4089,492,622,2626,393,0
32,90,2005,65,402,1501,159,0
5,10,3619,160,807,2629,38,0
4,13,2544,95,380,1910,176,0
15,101,2128,19,453,1602,170,0
32,106,5967,1038,2246,2596,225,0
43,109,3508,2098,624,569,369,0
10,13,3506,642,1408,377,1102,0
16,24,5729,818,2676,807,1468,0
54,83,6610,345,1591,4435,376,0
34,78,4904,1223,1062,2594,137,0
30,53,6559,1023,1132,3514,973,0
37,37,5270,885,2220,1560,679,0
14,34,3189,530,383,2108,216,0
11,46,5971,931,728,3701,668,0
12,13,2815,22,278,2431,109,0
12,37,3439,630,645,1610,603,0
31,63,5011,795,1992,1806,512,0
29,57,4731,791,838,2372,816,0
10,30,3069,292,497,2153,167,0
19,37,8003,4957,1681,1256,165,0
30,35,3950,625,1000,1915,475,0
22,53,2602,105,518,1887,167,0
17,38,4885,374,1393,2960,213,0
21,50,4920,1986,1484,1016,505,0
28,110,3267,1760,780,765,100,0
9,1,1130,110,920,65,45,0
1,2,697,0,473,226,1,0
0,0,0,0,0,0,0,0
0,2,71,57,4,12,0,0
7,11,4538,271,599,3555,131,0
18,2,1364,20,1277,87,0,0
13,17,2670,141,603,1736,220,0
1,3,1598,168,420,953,61,0
3,10,1545,335,472,631,120,0
7,31,4746,98,1924,2562,200,0
1,0,514,0,355,160,0,0
20,40,6990,1039,3204,1132,1675,0
27,73,3467,373,714,1379,1101,0
8,45,1345,1189,128,66,15,0
4,8,2036,529,370,748,401,0
22,148,2373,547,377,1302,317,0
43,74,7912,4878,1201,1221,729,0
17,81,3822,2060,1711,126,23,0
21,9,2330,100,1930,300,30,0
0,7,322,197,115,17,0,0
38,105,4072,372,891,1872,1080,0
9,15,2492,23,50,2337,106,0
21,32,2839,113,834,1751,194,0
8,26,3546,370,1015,1755,440,0
22,34,3069,1486,1066,165,408,0
7,29,4647,1586,721,2058,318,0
10,37,4763,529,599,3347,335,0
10,26,3883,231,518,2862,308,0
19,37,2715,517,1050,700,504,0
15,46,2656,1353,653,373,338,0
9,32,3578,2164,730,563,162,0
8,19,2840,917,1186,281,483,0
8,9,3353,892,1304,358,816,0
21,62,5761,2330,1320,1295,899,0
27,43,7866,4085,1386,1856,609,0
6,6,1241,43,1126,75,9,0
13,38,3978,539,962,2435,93,0
8,12,773,335,364,47,47,0
10,35,3930,285,665,2820,205,0
24,59,4574,1361,538,1905,853,0
2,9,1943,665,765,275,249,0
19,40,4481,1853,1050,1347,290,0
36,61,3792,1238,1181,695,775,0
19,91,3458,131,728,2294,415,0
35,109,5068,465,743,3104,900,0
31,51,2378,365,520,1345,230,0
11,11,2814,86,2479,263,8,0
39,73,4248,1041,675,2382,262,0
11,64,1375,1185,101,131,33,0
8,4,358,134,214,20,2,0
9,18,4035,677,798,2215,372,0
17,77,2963,2237,566,181,73,0
23,45,1709,133,448,1057,139,0
18,73,1999,52,364,1643,31,0
2,12,1914,784,973,152,19,0
12,23,905,813,71,51,5,0
5,29,931,900,55,10,0,0
7,30,1427,1192,209,63,0,0
9,20,1420,1245,160,10,34,0
8,26,1480,959,534,21,0,0
21,33,2581,2124,402,109,0,0
12,22,6341,1610,1595,2780,390,0
7,33,4246,2142,1191,779,174,0
13,45,3711,497,618,2576,78,0
18,31,4891,670,1100,2770,400,0
11,38,1806,30,120,1660,45,0
15,15,2457,42,2058,366,21,0
0,9,2443,718,833,542,359,0
18,41,4066,411,1892,988,834,0
20,56,2956,1249,936,767,80,0
11,13,2517,922,1276,138,205,0
9,16,4999,1184,1634,2158,48,0
5,10,5508,2230,1636,904,753,0
36,39,7062,1738,2576,1996,827,0
22,28,2657,884,918,776,129,0
26,46,5727,2084,1411,1759,545,0
20,51,4206,273,366,3081,557,0
3,12,1521,120,349,943,124,0
24,41,7776,1278,2141,3997,425,0
11,33,3961,116,665,3064,160,0
15,49,6552,2835,2951,764,66,0
8,24,867,815,40,40,4,0
1,5,1113,763,244,93,19,0
1,2,652,0,520,129,6,0
25,55,4759,472,1188,2129,1050,0
7,16,2776,34,1952,692,121,0
16,73,1994,1758,291,32,2,0
20,36,3394,110,465,2850,25,0
11,23,3030,1032,1397,225,410,0
15,44,5155,1973,896,990,1355,0
10,30,2030,445,273,1242,110,0
22,59,3510,455,540,2196,400,0
35,38,6737,2470,2455,1650,235,0
11,24,5661,931,2433,2066,266,0
62,88,4402,77,651,3143,681,0
16,38,4461,1151,611,1800,953,0
4,13,1499,198,624,508,186,0
11,33,5043,393,1548,2301,845,0
22,43,4628,833,640,2854,366,0
0,2,542,64,121,304,55,0
36,66,1923,509,283,1094,139,0
43,108,5644,1450,800,2857,688,0
13,18,4203,1278,1616,743,597,0
18,10,3413,485,2114,537,305,0
1,1,1251,1008,148,68,29,0
44,107,5666,4024,1034,607,152,0
15,24,3069,567,602,1726,213,0
1,0,355,60,42,203,51,0
19,40,4219,517,698,2633,430,0
5,27,4001,674,1173,1963,223,0
15,30,3903,0,587,3211,150,0
4,17,4745,72,720,3935,39,0
58,52,2981,330,2412,346,3,0
16,57,2356,1551,656,181,41,0
11,20,3184,145,650,2155,265,0
30,41,4850,838,1307,2470,306,0
13,44,4518,845,1044,2308,378,0
8,34,1724,140,175,1212,239,0
22,51,4665,766,1779,1241,952,0
45,46,5067,301,1355,2618,884,0
42,80,5857,1762,928,2536,753,0
8,22,2738,556,707,456,1049,0
17,23,5480,1580,1145,295,2500,0
12,33,3093,217,546,2183,192,0
25,41,5467,1632,1803,767,1331,0
25,85,4723,859,1132,2347,495,0
25,49,4715,494,1373,2460,462,0
17,65,3173,2008,532,109,606,0
0,4,1741,324,1196,208,17,0
45,82,6137,1004,2736,1680,844,0
20,66,5725,779,1138,2789,1105,0
16,90,2502,1624,844,139,1,0
7,13,1829,425,751,623,50,0
15,31,3815,539,1200,2077,45,0
37,52,6763,1092,1158,4471,131,0
12,51,4359,3271,679,132,340,0
8,20,6604,1058,1986,2793,795,0
8,22,4013,39,727,3088,189,0
31,66,2637,70,675,1845,144,0
16,30,3368,757,2281,239,137,0
9,7,2541,7,369,2139,42,0
0,0,0,0,0,0,0,0
11,51,2268,27,309,1863,131,0
14,14,4975,882,853,3021,247,0
12,23,4278,958,292,2764,299,0
23,42,3373,31,307,3002,98,0
16,34,3711,460,1525,1330,446,0
10,17,3742,489,841,2193,246,0
16,27,3084,16,449,2642,20,0
23,49,4194,591,648,2756,271,0
0,0,0,0,0,0,0,0
21,19,3738,858,1840,870,210,0
7,14,1414,142,1061,223,9,0
12,28,3500,2693,582,135,130,0
6,24,4229,20,1431,2479,329,0
1,3,196,33,40,113,14,0
0,1,6,1,1,4,1,0
19,30,5663,386,1534,3568,224,0
1,4,413,44,318,49,7,0
10,15,4370,681,1051,2223,440,0
7,2,486,99,82,230,84,0
2,2,306,87,72,146,5,0
12,46,2737,75,445,1585,690,0
11,31,4213,83,288,3621,263,0
5,16,3153,395,1198,839,742,0
9,28,4122,136,554,3168,301,0
6,9,3780,240,590,2635,330,0
8,26,4287,263,683,3268,107,0
9,35,568,347,102,137,26,0
14,18,3243,1170,505,1255,345,0
7,11,2692,140,1095,1360,115,0
8,9,3190,104,1443,1548,112,0
17,27,3719,1242,1523,649,349,0
12,43,3837,2019,1269,244,360,0
15,52,2481,120,183,1682,563,0
2,3,2086,28,187,1842,34,0
0,1,555,0,427,115,14,0
7,12,572,146,440,5,0,0
12,39,1637,105,137,1372,74,0
8,27,3294,19,545,2656,109,0
8,9,2078,1466,399,179,51,0
9,32,3116,799,497,1013,848,0
5,15,720,108,215,394,23,0
4,5,786,0,670,125,0,0
40,72,5520,561,1132,3440,499,0
13,61,2898,85,626,2086,175,0
54,105,4545,518,755,2568,863,0
27,42,5066,1640,1785,1525,185,0
19,20,2726,735,545,1225,260,0
0,0,421,24,279,77,41,0
7,13,2913,805,776,1010,342,0
14,21,3564,80,915,2400,204,0
2,36,2398,998,1026,121,291,0
17,71,4008,69,443,2573,1011,0
3,14,1735,112,861,777,2,0
15,27,5976,415,1400,3990,213,0
18,76,2826,95,180,2340,305,0
35,154,5605,3869,1563,283,79,0
8,31,2024,1069,527,212,255,0
2,10,970,45,170,501,266,0
9,30,3214,1225,1147,802,79,0
3,13,2210,63,419,1672,72,0
19,47,3612,1662,754,965,297,0
10,32,1212,304,157,716,77,0
3,7,531,124,220,182,15,0
14,64,3043,166,343,2387,225,0
16,25,4474,825,1985,1545,160,0
7,12,2182,462,867,653,219,0
14,54,2449,228,560,1136,593,0
2,0,401,195,144,0,64,0
16,30,6028,697,1430,3350,597,0
2,6,41,0,5,41,3,0
1,2,49,31,18,3,0,0
0,0,79,57,14,8,0,0
7,11,2010,1101,552,374,1,0
9,23,3899,1406,1192,1211,122,0
4,6,1451,215,735,445,66,0
7,22,2330,811,1229,258,61,0
9,46,2970,471,253,1750,551,0
0,0,283,7,235,41,0,0
24,79,2152,104,488,1413,250,0
27,68,2681,64,572,1930,210,0
8,10,1247,190,320,645,110,0
16,20,5160,1295,1916,1851,134,0
8,21,2763,383,659,1521,229,0
0,4,822,237,468,43,78,0
8,11,1648,391,345,792,139,0
16,49,8943,953,1724,5390,941,0
4,15,1859,4,840,965,69,0
2,3,676,166,255,236,24,0
5,14,3064,2364,359,310,50,0
13,42,7379,1104,3696,1788,846,0
5,15,3080,1595,1140,185,180,0
22,55,7725,4233,1847,937,785,0
17,18,3419,44,351,2814,245,0
10,17,3667,181,761,2114,638,0
0,0,0,0,0,0,0,0
9,20,1771,12,45,1711,32,0
10,51,1122,64,99,900,120,0
15,27,1264,276,504,295,231,0
10,4,1584,26,1389,158,25,0
16,16,1862,357,517,966,54,0
14,16,3120,574,896,1620,60,0
27,49,8071,3176,2388,1517,1066,0
2,3,414,19,386,14,0,0
2,0,146,71,53,0,24,0
3,17,2770,78,377,2224,111,0
5,15,195,40,143,31,1,0
0,3,1335,195,870,266,7,0
2,4,2324,470,1155,620,85,0
24,88,4556,70,338,3561,699,0
25,44,5511,1448,1325,478,2329,0
1,1,445,94,172,101,80,0
1,4,74,22,44,13,0,0
11,22,4072,870,1075,2050,110,0
1,7,1823,113,1508,173,37,0
0,0,0,0,0,0,0,0
2,2,956,0,800,135,25,0
0,10,786,52,560,175,9,0
14,26,4198,227,2437,553,1021,0
17,38,2493,227,559,1591,171,0
4,7,587,242,299,43,14,0
8,21,781,630,180,0,0,0
16,14,474,64,140,269,31,0
7,5,1630,3,1267,357,15,0
4,6,720,71,540,119,0,0
0,0,24,4,3,15,2,0
17,46,3426,655,700,1813,321,0
34,36,3214,845,1300,770,369,0
3,0,34,11,22,2,2,0
16,44,1927,453,1299,139,96,0
10,32,4024,482,2236,1298,50,0
6,11,5368,3322,1427,376,260,0
0,0,0,0,0,0,0,0
13,16,2065,11,1919,163,1,0
10,15,4531,688,1788,1796,284,0
0,0,0,0,0,0,0,0
18,18,541,33,436,96,12,0
1,1,227,116,81,29,3,0
27,67,4808,534,1243,2372,753,0
2,1,354,23,292,40,2,0
0,2,326,47,47,195,39,0
33,86,4045,323,528,2911,402,0
43,96,6389,913,1894,3215,506,0
9,38,2546,195,452,1865,81,0
9,15,1697,198,405,950,168,0
10,18,3115,1269,783,869,222,0
0,1,182,30,11,134,8,0
0,0,152,18,108,26,0,0
0,1,213,139,65,10,0,0
4,3,297,34,267,3,0,0
0,0,0,0,0,0,0,0
13,33,4233,788,1606,1485,400,0
24,61,6510,2994,1478,984,1139,0
0,0,0,0,0,0,0,0
0,0,124,41,58,25,0,0
12,43,5701,581,871,3772,532,0
4,16,1461,492,693,296,0,0
3,7,160,24,16,115,15,0
0,0,0,0,0,0,0,0
7,21,2142,958,1114,83,15,0
9,58,1540,1456,146,5,0,0
16,21,3433,319,1193,1591,367,0
26,40,3405,1347,1463,583,78,0
0,2,37,35,1,3,0,0
2,32,135,10,31,103,25,0
4,3,1415,53,964,389,16,0
6,15,1684,12,68,1521,104,0
4,2,157,61,77,16,9,0
0,0,0,0,0,0,0,0
0,0,43,0,29,12,2,0
0,0,574,232,271,71,0,0
1,0,15,4,11,1,0,0
3,14,289,221,54,31,0,0
4,0,282,7,253,26,0,0
6,26,295,133,134,47,13,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
11,26,1435,455,401,504,112,0
17,24,2617,1163,877,420,198,0
10,22,4716,1944,1739,845,220,0
11,29,5346,1741,1941,1207,497,0
9,34,1643,578,790,268,50,0
0,0,17,4,12,1,0,0
0,13,610,80,155,356,32,0
1,2,210,55,145,12,1,0
8,24,3530,1791,1204,503,64,0
21,58,2125,1045,674,376,109,0
20,18,3144,485,2072,353,272,0
8,12,125,16,39,21,69,0
18,30,5134,491,985,3237,469,0
0,0,0,0,0,0,0,0
8,13,2942,319,333,2127,184,0
0,2,151,85,49,19,0,0
0,0,205,145,55,3,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,12,367,242,78,51,10,0
5,13,1171,353,656,157,23,0
0,0,0,0,0,0,0,0
8,38,3305,1572,1191,261,327,0
28,28,3793,910,713,1513,713,0
1,1,236,24,48,145,21,0
2,2,288,61,48,128,55,0
0,0,0,0,0,0,0,0
3,15,644,482,113,57,10,0
10,12,3194,595,2187,292,142,0
0,1,4,5,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9,27,3281,514,1834,680,289,0
2,6,687,180,265,225,25,0
0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0
0,2,67,0,48,20,1,0
2,9,1275,570,392,129,195,0
23,28,3412,198,431,2553,281,0
38,46,4273,940,1236,1641,540,0
11,13,4236,303,749,2656,552,0
43,49,4124,1214,1842,930,230,0
3,3,1139,13,129,933,70,0
19,32,3509,485,1100,1765,210,0
4,28,2933,326,369,2064,206,0
40,61,8331,2116,2879,2279,1158,0
39,59,6784,935,2341,1427,2179,0
20,45,7292,3128,3241,707,281,0
5,16,486,264,136,91,16,0
12,29,3659,685,843,2044,128,0
6,12,1257,40,223,926,86,0
2,8,295,7,56,223,19,0
14,22,1965,419,993,506,83,0
3,1,579,276,255,37,15,0
5,38,1774,438,216,1063,100,0
40,147,1467,196,179,880,399,0
9,18,1003,217,256,434,123,0
0,0,7,6,1,0,0,0
13,18,3644,2400,885,255,135,0
17,64,531,0,12,600,0,0
36,124,1201,32,103,1094,132,0
9,15,2696,364,587,1614,155,0
20,28,1190,294,431,406,107,0
11,12,1214,104,125,727,281,0
0,0,18,4,13,1,0,0
0,1,0,0,0,0,0,1
31,77,2849,121,782,1678,376,0
5,18,5189,443,857,3439,473,0
0,0,1,0,0,1,0,0
7,9,1145,90,810,260,1,0
0,2,24,0,1,20,5,0
0,1,225,113,57,54,2,0
0,0,1,0,1,0,0,0
5,0,29,3,25,5,1,0
4,4,304,30,231,51,0,0
0,2,987,271,289,394,35,0
4,17,1674,225,320,975,175,0
0,0,368,46,112,123,87,0
1,3,244,101,102,36,9,0
0,0,0,0,0,0,0,0
11,17,2069,126,253,1687,31,0
0,1,95,22,69,5,0,0
0,0,220,38,44,122,16,0
0,0,5,1,2,1,1,0
2,0,84,6,18,48,14,0
0,2,52,24,26,3,1,0
0,0,0,0,0,0,0,0
14,45,4684,722,772,2571,678,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,15,969,27,203,616,140,0
20,50,1620,33,339,1304,14,0
0,0,5,1,4,0,0,0
0,0,0,0,0,0,0,0
5,22,926,285,613,31,24,0
4,6,101,4,6,92,9,0
0,0,0,0,0,0,0,0
14,25,1086,410,60,495,160,0
0,0,0,0,0,0,0,0
0,0,67,0,56,11,0,0
0,4,155,115,28,16,0,0
0,0,0,0,0,0,0,0
2,5,297,95,145,63,1,0
0,0,1,0,0,0,1,0
0,0,40,10,28,2,0,0
3,10,1133,291,217,562,76,0
0,6,156,11,14,124,13,0
1,3,1011,250,515,145,105,0
0,0,1,0,0,0,1,0
0,0,10,0,9,0,1,0
0,0,17,1,15,1,0,0
27,74,774,20,65,710,80,0
0,0,6,3,1,2,0,0
6,16,158,3,40,111,26,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,476,181,162,115,19,0
2,2,75,34,39,6,0,0
0,0,6,2,4,0,0,0
0,0,3,0,2,1,0,0
31,37,3131,127,477,2373,222,0
0,0,11,0,1,8,2,0
4,6,735,334,254,30,127,0
4,17,1397,629,590,49,150,0
0,0,3,2,1,0,0,0
11,15,913,437,245,231,26,0
4,10,2907,1333,1027,290,271,0
2,0,6130,3536,1536,1052,8,0
2,3,594,152,297,127,23,0
16,40,2511,650,588,1220,109,0
1,2,1075,273,247,512,46,0
5,9,2736,765,1330,510,145,0
0,0,390,132,77,145,36,0
6,6,1334,340,274,681,51,0
2,27,583,566,35,6,5,0
4,14,1387,675,490,155,85,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0
2,21,1656,128,527,876,148,0
0,0,0,0,0,0,0,0
1,3,186,37,49,97,7,0
1,2,1195,74,710,377,37,0
3,3,909,120,434,209,152,0
0,0,3,1,2,0,0,0
0,0,0,0,0,0,0,0
3,17,1149,73,212,637,247,0
2,0,50,46,2,4,0,0
9,22,1925,91,358,1257,250,0
1,3,451,32,58,311,54,0
1,1,608,297,173,83,57,0
5,11,597,183,70,295,65,0
0,4,862,371,431,64,0,0
8,25,702,225,410,70,30,0
0,0,197,43,46,108,0,0
0,0,0,0,0,0,0,0
0,0,120,23,56,10,31,0
0,0,5,0,1,2,2,0
3,13,1294,145,165,1000,0,0
0,0,0,0,0,0,0,0
3,0,10,7,3,3,0,0
11,70,1485,878,645,6,37,0
6,19,778,94,239,362,108,0
1,4,3282,1909,579,702,97,0
1,1,41,7,10,21,5,0
0,0,0,0,0,0,0,0
3,1,704,219,358,72,59,0
9,9,2334,1324,515,233,280,0
4,8,2692,923,1277,287,217,0
0,0,0,0,0,0,0,0
2,9,703,96,313,290,15,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,20,2785,1260,998,462,90,0
7,12,1394,126,130,1133,24,0
0,0,0,0,0,0,0,0
5,12,925,405,455,56,26,0
0,1,20,0,14,5,2,0
4,13,1608,380,879,130,236,0
13,17,2080,314,131,1611,54,0
7,14,2778,1569,184,984,62,0
15,22,2799,1955,179,686,16,0
11,13,2087,684,320,1080,27,0
1,1,1061,83,10,957,13,0
3,4,1466,319,81,1064,9,0
1,2,981,216,57,705,6,0
14,24,2883,498,253,2054,116,0
9,12,1291,307,83,922,0,0
7,10,865,82,56,683,61,0
6,7,603,154,83,365,14,0
2,7,5453,322,103,5024,13,0
1,1,1029,132,66,832,1,0
12,14,1647,258,15,1398,2,0
0,0,1034,60,0,974,0,0
0,0,637,79,0,558,0,0
1,1,1676,409,137,1090,42,0
4,6,782,126,26,631,9,0
3,4,3704,305,136,3193,77,0
3,3,2925,897,137,1862,35,0
5,6,661,150,54,447,21,0
7,12,2328,1092,244,966,45,0
0,0,455,6,0,449,0,0
0,0,419,31,11,376,1,0
3,4,4608,514,148,3872,81,0
4,6,534,108,88,324,24,0
0,0,405,18,89,283,15,0
0,0,156,30,28,92,6,0
0,0,230,9,50,162,9,0
0,0,445,28,45,348,24,0
0,3,806,13,123,639,34,0
1,2,2100,396,415,1221,71,0
1,5,337,4,31,308,0,0
1,3,920,83,195,619,27,0
2,6,710,29,136,526,27,0
2,4,296,4,30,265,3,0
0,0,522,3,105,407,7,0
0,0,494,22,88,374,10,0
0,0,167,9,29,126,3,0
0,0,170,9,29,128,4,0
2,3,260,0,17,245,3,0
0,0,171,1,34,133,3,0
40,40,2057,81,880,1102,74,0
9,14,340,28,71,256,8,0
62,40,2937,98,1529,1301,111,0
102,55,6710,272,3217,3164,214,0
85,45,8975,1002,3520,4367,216,0
31,34,2966,172,1269,1564,26,0
65,71,6659,577,2552,3503,163,0
66,61,6133,335,3006,2884,35,0
80,139,5120,70,1460,3585,224,0
50,48,3625,167,2053,1452,51,0
133,178,7218,63,2313,4938,215,0
14,39,1307,46,530,765,19,0
57,87,2169,44,456,1777,36,0
92,96,8315,243,4397,3639,224,0
24,4,3854,37,2865,871,109,0
38,47,1557,18,292,1294,38,0
36,43,2399,210,499,1680,89,0
16,16,1800,81,735,994,22,0
30,32,467,0,96,424,9,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
103,148,2922,14,837,2256,66,0
24,45,1581,53,573,992,32,0
19,8,1458,0,925,515,45,0
1,3,126,13,26,91,0,0
62,79,2720,166,654,1891,150,0
107,117,4178,78,1386,2870,68,0
130,169,3133,14,399,2936,83,0
6,6,4165,421,1292,2227,237,0
89,139,2965,23,266,2868,36,0
130,154,5293,36,1514,3957,70,0
128,230,4516,13,419,4428,14,0
27,32,1067,6,122,989,9,0
2,0,1506,207,520,681,100,0
16,12,2470,233,873,1343,49,0
12,7,3073,367,1075,1619,31,0
0,0,510,33,214,261,2,0
36,36,563,16,226,370,23,0
0,0,62,1,39,22,0,0
27,38,1798,57,571,1175,60,0
14,20,1183,30,434,709,44,0
1,1,26,1,10,17,0,0
0,0,11,2,2,7,0,0
43,42,1630,0,242,1463,10,0
66,89,2316,7,262,2178,24,0
0,0,5,0,1,4,0,0
72,97,2096,0,203,2042,20,0
103,140,4006,145,470,3440,194,0
139,205,4962,18,436,4719,133,0
31,52,2387,95,400,1960,15,0
81,101,3023,36,477,2654,38,0
2,1,490,5,112,369,7,0
2,0,641,4,62,549,28,0
0,0,19,0,0,19,0,0
0,1,503,8,61,428,7,0
0,0,35,0,0,34,1,0
0,0,76,0,1,72,3,0
0,0,444,6,102,334,2,0
0,0,84,0,1,80,3,0
4,1,632,85,86,460,6,0
36,20,2113,830,166,1165,8,0
20,25,3573,319,338,2827,134,0
15,5,2232,0,173,2076,3,0
24,11,2590,559,86,1958,22,0
18,9,2347,70,36,2250,18,0
22,16,2259,45,63,2149,40,0
13,5,2769,29,269,2441,48,0
